photo,class
green-glass445.jpg,4.0
plastic628.jpg,3.0
metal362.jpg,2.0
metal42.jpg,2.0
paper573.jpg,1.0
white-glass51.jpg,4.0
green-glass375.jpg,4.0
metal231.jpg,2.0
cardboard76.jpg,1.0
white-glass384.jpg,4.0
paper453.jpg,1.0
cardboard541.jpg,1.0
metal521.jpg,2.0
white-glass307.jpg,4.0
cardboard885.jpg,1.0
metal329.jpg,2.0
plastic424.jpg,3.0
plastic855.jpg,3.0
metal132.jpg,2.0
green-glass510.jpg,4.0
cardboard854.jpg,1.0
metal731.jpg,2.0
cardboard173.jpg,1.0
green-glass216.jpg,4.0
metal758.jpg,2.0
paper80.jpg,1.0
paper666.jpg,1.0
metal40.jpg,2.0
plastic49.jpg,3.0
cardboard628.jpg,1.0
plastic368.jpg,3.0
metal25.jpg,2.0
paper717.jpg,1.0
cardboard131.jpg,1.0
cardboard20.jpg,1.0
cardboard632.jpg,1.0
paper748.jpg,1.0
cardboard770.jpg,1.0
paper131.jpg,1.0
cardboard266.jpg,1.0
brown-glass475.jpg,4.0
metal595.jpg,2.0
white-glass250.jpg,4.0
metal610.jpg,2.0
paper224.jpg,1.0
paper777.jpg,1.0
green-glass551.jpg,4.0
paper375.jpg,1.0
plastic854.jpg,3.0
plastic332.jpg,3.0
white-glass116.jpg,4.0
brown-glass262.jpg,4.0
cardboard197.jpg,1.0
brown-glass72.jpg,4.0
white-glass49.jpg,4.0
white-glass200.jpg,4.0
metal339.jpg,2.0
metal590.jpg,2.0
metal56.jpg,2.0
white-glass279.jpg,4.0
paper788.jpg,1.0
cardboard837.jpg,1.0
green-glass449.jpg,4.0
brown-glass317.jpg,4.0
paper122.jpg,1.0
white-glass419.jpg,4.0
metal756.jpg,2.0
white-glass507.jpg,4.0
cardboard606.jpg,1.0
plastic246.jpg,3.0
green-glass512.jpg,4.0
brown-glass420.jpg,4.0
paper239.jpg,1.0
metal733.jpg,2.0
metal134.jpg,2.0
cardboard93.jpg,1.0
paper100.jpg,1.0
white-glass350.jpg,4.0
green-glass521.jpg,4.0
cardboard701.jpg,1.0
paper967.jpg,1.0
brown-glass155.jpg,4.0
white-glass635.jpg,4.0
metal568.jpg,2.0
white-glass242.jpg,4.0
white-glass708.jpg,4.0
white-glass535.jpg,4.0
paper24.jpg,1.0
metal346.jpg,2.0
white-glass407.jpg,4.0
plastic340.jpg,3.0
cardboard245.jpg,1.0
paper715.jpg,1.0
plastic383.jpg,3.0
plastic598.jpg,3.0
brown-glass28.jpg,4.0
paper953.jpg,1.0
cardboard267.jpg,1.0
metal167.jpg,2.0
metal117.jpg,2.0
cardboard21.jpg,1.0
cardboard144.jpg,1.0
green-glass284.jpg,4.0
paper975.jpg,1.0
metal671.jpg,2.0
green-glass625.jpg,4.0
brown-glass47.jpg,4.0
metal767.jpg,2.0
white-glass439.jpg,4.0
metal298.jpg,2.0
metal561.jpg,2.0
cardboard310.jpg,1.0
paper454.jpg,1.0
green-glass393.jpg,4.0
cardboard404.jpg,1.0
white-glass73.jpg,4.0
green-glass467.jpg,4.0
cardboard46.jpg,1.0
brown-glass295.jpg,4.0
green-glass448.jpg,4.0
paper528.jpg,1.0
cardboard237.jpg,1.0
brown-glass1.jpg,4.0
white-glass674.jpg,4.0
white-glass705.jpg,4.0
white-glass659.jpg,4.0
white-glass696.jpg,4.0
plastic436.jpg,3.0
plastic150.jpg,3.0
white-glass595.jpg,4.0
white-glass655.jpg,4.0
paper74.jpg,1.0
metal546.jpg,2.0
paper922.jpg,1.0
paper460.jpg,1.0
metal462.jpg,2.0
cardboard420.jpg,1.0
paper951.jpg,1.0
brown-glass551.jpg,4.0
cardboard668.jpg,1.0
plastic417.jpg,3.0
plastic328.jpg,3.0
metal337.jpg,2.0
paper714.jpg,1.0
white-glass601.jpg,4.0
white-glass86.jpg,4.0
plastic663.jpg,3.0
paper668.jpg,1.0
brown-glass494.jpg,4.0
cardboard440.jpg,1.0
paper878.jpg,1.0
plastic468.jpg,3.0
paper113.jpg,1.0
paper296.jpg,1.0
plastic693.jpg,3.0
brown-glass49.jpg,4.0
brown-glass492.jpg,4.0
cardboard648.jpg,1.0
metal139.jpg,2.0
cardboard199.jpg,1.0
metal649.jpg,2.0
brown-glass81.jpg,4.0
metal539.jpg,2.0
plastic695.jpg,3.0
paper12.jpg,1.0
metal576.jpg,2.0
green-glass434.jpg,4.0
plastic530.jpg,3.0
plastic800.jpg,3.0
white-glass156.jpg,4.0
paper216.jpg,1.0
cardboard626.jpg,1.0
cardboard354.jpg,1.0
brown-glass476.jpg,4.0
plastic458.jpg,3.0
cardboard510.jpg,1.0
cardboard146.jpg,1.0
metal432.jpg,2.0
paper930.jpg,1.0
metal157.jpg,2.0
plastic712.jpg,3.0
cardboard321.jpg,1.0
plastic302.jpg,3.0
brown-glass276.jpg,4.0
metal148.jpg,2.0
metal179.jpg,2.0
white-glass3.jpg,4.0
metal268.jpg,2.0
plastic679.jpg,3.0
white-glass356.jpg,4.0
cardboard212.jpg,1.0
plastic578.jpg,3.0
plastic255.jpg,3.0
cardboard163.jpg,1.0
green-glass534.jpg,4.0
paper384.jpg,1.0
brown-glass572.jpg,4.0
paper1022.jpg,1.0
cardboard117.jpg,1.0
plastic561.jpg,3.0
plastic318.jpg,3.0
white-glass412.jpg,4.0
white-glass48.jpg,4.0
paper198.jpg,1.0
cardboard561.jpg,1.0
metal650.jpg,2.0
paper636.jpg,1.0
green-glass559.jpg,4.0
plastic401.jpg,3.0
green-glass578.jpg,4.0
brown-glass30.jpg,4.0
green-glass271.jpg,4.0
metal379.jpg,2.0
plastic602.jpg,3.0
white-glass504.jpg,4.0
white-glass641.jpg,4.0
plastic709.jpg,3.0
paper866.jpg,1.0
cardboard44.jpg,1.0
paper770.jpg,1.0
plastic415.jpg,3.0
paper180.jpg,1.0
metal59.jpg,2.0
metal681.jpg,2.0
brown-glass89.jpg,4.0
white-glass521.jpg,4.0
paper202.jpg,1.0
plastic161.jpg,3.0
green-glass90.jpg,4.0
paper194.jpg,1.0
metal377.jpg,2.0
metal712.jpg,2.0
cardboard369.jpg,1.0
brown-glass257.jpg,4.0
white-glass722.jpg,4.0
cardboard78.jpg,1.0
plastic290.jpg,3.0
metal161.jpg,2.0
green-glass346.jpg,4.0
metal499.jpg,2.0
cardboard666.jpg,1.0
white-glass432.jpg,4.0
white-glass161.jpg,4.0
brown-glass157.jpg,4.0
white-glass424.jpg,4.0
cardboard529.jpg,1.0
green-glass586.jpg,4.0
plastic461.jpg,3.0
paper54.jpg,1.0
brown-glass449.jpg,4.0
white-glass135.jpg,4.0
paper990.jpg,1.0
white-glass369.jpg,4.0
white-glass619.jpg,4.0
plastic242.jpg,3.0
paper723.jpg,1.0
green-glass543.jpg,4.0
plastic399.jpg,3.0
cardboard688.jpg,1.0
white-glass312.jpg,4.0
paper941.jpg,1.0
brown-glass412.jpg,4.0
plastic847.jpg,3.0
metal275.jpg,2.0
plastic752.jpg,3.0
white-glass347.jpg,4.0
white-glass379.jpg,4.0
cardboard247.jpg,1.0
white-glass715.jpg,4.0
green-glass24.jpg,4.0
metal119.jpg,2.0
metal618.jpg,2.0
metal147.jpg,2.0
white-glass760.jpg,4.0
plastic137.jpg,3.0
plastic212.jpg,3.0
white-glass263.jpg,4.0
plastic471.jpg,3.0
paper174.jpg,1.0
plastic755.jpg,3.0
metal372.jpg,2.0
metal541.jpg,2.0
plastic741.jpg,3.0
brown-glass564.jpg,4.0
green-glass26.jpg,4.0
paper2.jpg,1.0
plastic211.jpg,3.0
green-glass259.jpg,4.0
paper331.jpg,1.0
cardboard39.jpg,1.0
green-glass548.jpg,4.0
paper285.jpg,1.0
paper811.jpg,1.0
brown-glass67.jpg,4.0
plastic439.jpg,3.0
plastic263.jpg,3.0
cardboard142.jpg,1.0
paper515.jpg,1.0
brown-glass502.jpg,4.0
metal200.jpg,2.0
white-glass178.jpg,4.0
paper913.jpg,1.0
metal635.jpg,2.0
cardboard201.jpg,1.0
plastic642.jpg,3.0
paper779.jpg,1.0
white-glass752.jpg,4.0
metal575.jpg,2.0
cardboard555.jpg,1.0
paper289.jpg,1.0
paper172.jpg,1.0
paper565.jpg,1.0
plastic781.jpg,3.0
paper760.jpg,1.0
metal692.jpg,2.0
cardboard582.jpg,1.0
plastic573.jpg,3.0
white-glass372.jpg,4.0
green-glass604.jpg,4.0
white-glass237.jpg,4.0
plastic658.jpg,3.0
brown-glass239.jpg,4.0
paper1012.jpg,1.0
cardboard665.jpg,1.0
brown-glass532.jpg,4.0
metal247.jpg,2.0
green-glass79.jpg,4.0
green-glass100.jpg,4.0
white-glass589.jpg,4.0
plastic343.jpg,3.0
brown-glass368.jpg,4.0
paper817.jpg,1.0
plastic551.jpg,3.0
plastic702.jpg,3.0
metal745.jpg,2.0
cardboard521.jpg,1.0
metal216.jpg,2.0
green-glass119.jpg,4.0
cardboard594.jpg,1.0
paper338.jpg,1.0
paper1031.jpg,1.0
white-glass81.jpg,4.0
paper806.jpg,1.0
brown-glass360.jpg,4.0
green-glass76.jpg,4.0
cardboard352.jpg,1.0
metal572.jpg,2.0
paper151.jpg,1.0
green-glass340.jpg,4.0
plastic174.jpg,3.0
paper68.jpg,1.0
plastic321.jpg,3.0
green-glass567.jpg,4.0
plastic466.jpg,3.0
brown-glass433.jpg,4.0
plastic402.jpg,3.0
white-glass490.jpg,4.0
metal33.jpg,2.0
white-glass105.jpg,4.0
paper46.jpg,1.0
white-glass544.jpg,4.0
plastic209.jpg,3.0
plastic406.jpg,3.0
metal284.jpg,2.0
paper588.jpg,1.0
metal28.jpg,2.0
cardboard299.jpg,1.0
plastic47.jpg,3.0
paper910.jpg,1.0
white-glass395.jpg,4.0
cardboard554.jpg,1.0
cardboard502.jpg,1.0
metal517.jpg,2.0
white-glass678.jpg,4.0
brown-glass327.jpg,4.0
white-glass702.jpg,4.0
metal330.jpg,2.0
plastic708.jpg,3.0
paper388.jpg,1.0
paper455.jpg,1.0
green-glass513.jpg,4.0
metal182.jpg,2.0
metal587.jpg,2.0
plastic145.jpg,3.0
white-glass236.jpg,4.0
metal202.jpg,2.0
white-glass695.jpg,4.0
white-glass587.jpg,4.0
paper496.jpg,1.0
cardboard140.jpg,1.0
white-glass284.jpg,4.0
plastic754.jpg,3.0
metal690.jpg,2.0
paper519.jpg,1.0
metal225.jpg,2.0
paper58.jpg,1.0
metal588.jpg,2.0
green-glass350.jpg,4.0
brown-glass23.jpg,4.0
paper481.jpg,1.0
green-glass409.jpg,4.0
cardboard432.jpg,1.0
plastic647.jpg,3.0
brown-glass557.jpg,4.0
cardboard410.jpg,1.0
paper849.jpg,1.0
paper562.jpg,1.0
plastic762.jpg,3.0
white-glass245.jpg,4.0
paper837.jpg,1.0
metal54.jpg,2.0
plastic18.jpg,3.0
cardboard780.jpg,1.0
paper1014.jpg,1.0
cardboard522.jpg,1.0
metal601.jpg,2.0
white-glass645.jpg,4.0
cardboard449.jpg,1.0
green-glass147.jpg,4.0
plastic195.jpg,3.0
metal244.jpg,2.0
paper150.jpg,1.0
plastic782.jpg,3.0
paper412.jpg,1.0
white-glass320.jpg,4.0
white-glass40.jpg,4.0
paper211.jpg,1.0
brown-glass139.jpg,4.0
white-glass478.jpg,4.0
plastic680.jpg,3.0
paper369.jpg,1.0
cardboard218.jpg,1.0
paper19.jpg,1.0
white-glass461.jpg,4.0
plastic250.jpg,3.0
green-glass48.jpg,4.0
plastic34.jpg,3.0
paper624.jpg,1.0
brown-glass351.jpg,4.0
brown-glass450.jpg,4.0
plastic450.jpg,3.0
brown-glass105.jpg,4.0
cardboard230.jpg,1.0
green-glass354.jpg,4.0
brown-glass326.jpg,4.0
metal411.jpg,2.0
white-glass700.jpg,4.0
plastic33.jpg,3.0
plastic184.jpg,3.0
white-glass337.jpg,4.0
paper182.jpg,1.0
metal716.jpg,2.0
paper618.jpg,1.0
white-glass133.jpg,4.0
paper210.jpg,1.0
paper966.jpg,1.0
brown-glass65.jpg,4.0
white-glass189.jpg,4.0
paper524.jpg,1.0
cardboard846.jpg,1.0
plastic677.jpg,3.0
cardboard169.jpg,1.0
brown-glass188.jpg,4.0
paper719.jpg,1.0
paper870.jpg,1.0
metal93.jpg,2.0
cardboard83.jpg,1.0
cardboard650.jpg,1.0
green-glass365.jpg,4.0
cardboard129.jpg,1.0
white-glass578.jpg,4.0
paper160.jpg,1.0
brown-glass333.jpg,4.0
white-glass83.jpg,4.0
paper303.jpg,1.0
metal345.jpg,2.0
plastic489.jpg,3.0
cardboard880.jpg,1.0
brown-glass337.jpg,4.0
brown-glass342.jpg,4.0
white-glass403.jpg,4.0
metal573.jpg,2.0
plastic687.jpg,3.0
paper865.jpg,1.0
cardboard660.jpg,1.0
cardboard742.jpg,1.0
metal261.jpg,2.0
cardboard115.jpg,1.0
brown-glass369.jpg,4.0
white-glass205.jpg,4.0
metal71.jpg,2.0
white-glass45.jpg,4.0
paper705.jpg,1.0
brown-glass210.jpg,4.0
cardboard642.jpg,1.0
white-glass380.jpg,4.0
green-glass120.jpg,4.0
paper506.jpg,1.0
